-3.0345e-05,-0.0010005,-0.0015514,0.00081638,-0.00045235,0.00084299,-0.0001626,0.00033556,-0.0011435,0.0015729,-0.0010801,-3.7351e-05,0.00030134,1.3134e-05,0.0003561,0.0001211,0.0011136,-0.00014661,0.0018463,0.00052595,0.0039062,704.55
-6.069e-05,-0.0020011,-0.0031028,0.0016328,-0.0009047,0.001686,-0.0003252,0.00067113,-0.0022871,0.0031458,-0.0021603,-7.4701e-05,0.00060267,2.6268e-05,0.0007122,0.0002422,0.0022271,-0.00029323,0.0036926,0.0010519,0.0078125,692.73
0.00035968,-0.0027818,-0.002954,0.00082956,-0.0013141,0.0028776,0.00077751,0.00062118,-0.0029549,0.0027062,-0.00078691,-0.00058467,0.00051396,0.00051813,0.00048289,0.0014826,0.0014003,0.0017239,0.0047893,0.00040532,0.0087346,681.4
0.00032934,-0.0037823,-0.0045054,0.0016459,-0.0017665,0.0037206,0.00061491,0.00095674,-0.0040984,0.0042791,-0.001867,-0.00062202,0.0008153,0.00053126,0.00083899,0.0016037,0.0025139,0.0015773,0.0066356,0.00093127,0.012353,670.49
0.00032623,-0.005146,-0.0043227,0.0015393,-0.0025828,0.002021,0.0010549,0.0014465,-0.0035988,0.0034114,-0.0018206,-0.00079172,0.00015539,0.0023077,0.0024247,0.0025526,0.0031195,0.0010751,0.0067813,0.0017596,0.012956,659.66
0.0007466,-0.0059267,-0.0041739,0.00073614,-0.0029922,0.0032126,0.0021576,0.0013966,-0.0042666,0.0029719,-0.00044728,-0.0013017,6.6682e-05,0.0027996,0.0021954,0.003793,0.0022927,0.0030922,0.0078779,0.001113,0.014616,649.04
0.00071625,-0.0069272,-0.0057253,0.0015525,-0.0034445,0.0040556,0.001995,0.0017322,-0.0054101,0.0045447,-0.0015274,-0.001339,0.00036802,0.0028127,0.0025515,0.0039141,0.0034063,0.0029456,0.0097242,0.0016389,0.017901,638.63
0.00071314,-0.0082909,-0.0055426,0.0014459,-0.0042608,0.002356,0.002435,0.002222,-0.0049105,0.003677,-0.001481,-0.0015087,-0.00029189,0.0045892,0.0041372,0.0048629,0.0040119,0.0024434,0.0098699,0.0024672,0.019137,628.3
0.0011335,-0.0090716,-0.0053938,0.00064271,-0.0046702,0.0035476,0.0035377,0.002172,-0.0055783,0.0032375,-0.00010764,-0.0020187,-0.0003806,0.0050811,0.0039078,0.0061033,0.0031851,0.0044605,0.010967,0.0018206,0.021036,618.18
0.0011032,-0.010072,-0.0069452,0.0014591,-0.0051226,0.0043906,0.0033751,0.0025076,-0.0067218,0.0048103,-0.0011878,-0.0020561,-7.9261e-05,0.0050942,0.0042639,0.0062244,0.0042987,0.0043139,0.012813,0.0023466,0.02408,608.27
0.0011001,-0.011436,-0.0067625,0.0013525,-0.0059389,0.002691,0.0038151,0.0029974,-0.0062222,0.0039426,-0.0011414,-0.0022257,-0.00073916,0.0068707,0.0058496,0.0071733,0.0049043,0.0038117,0.012959,0.0031749,0.025615,598.44
-0.0012355,-0.011061,-0.0042265,0.0015086,-0.0063741,0.0027609,0.0046235,0.0037381,-0.0067448,0.0045493,-0.0013064,-0.0022416,-0.0002355,0.0068219,0.0058231,0.0069447,0.0050808,0.0037666,0.013762,0.0035692,0.025911,588.82
-0.00081508,-0.011842,-0.0040777,0.00070536,-0.0067835,0.0039525,0.0057262,0.0036881,-0.0074126,0.0041098,6.7004e-05,-0.0027516,-0.00032421,0.0073137,0.0055938,0.0081851,0.004254,0.0057837,0.014858,0.0029227,0.027896,579.37
-0.00084542,-0.012842,-0.0056291,0.0015217,-0.0072359,0.0047955,0.0055636,0.0040237,-0.0085562,0.0056827,-0.0010131,-0.0027889,-2.2875e-05,0.0073269,0.0059499,0.0083062,0.0053676,0.005637,0.016705,0.0034486,0.030758,569.96
-0.00084854,-0.014206,-0.0054464,0.0014151,-0.0080521,0.0030959,0.0060036,0.0045135,-0.0080565,0.0048149,-0.00096672,-0.0029586,-0.00068278,0.0091033,0.0075356,0.0092551,0.0059732,0.0051348,0.01685,0.0042769,0.032448,560.63
-0.003184,-0.013831,-0.0029105,0.0015712,-0.0084874,0.0031658,0.006812,0.0052542,-0.0085792,0.0054217,-0.0011317,-0.0029745,-0.00017911,0.0090545,0.0075091,0.0090265,0.0061496,0.0050897,0.017654,0.0046713,0.033146,551.51
-0.0027637,-0.014611,-0.0027617,0.00076802,-0.0088968,0.0043575,0.0079147,0.0052043,-0.009247,0.0049822,0.00024165,-0.0034845,-0.00026782,0.0095464,0.0072798,0.010267,0.0053229,0.0071068,0.01875,0.0040247,0.035156,542.56
-0.002794,-0.015612,-0.0043131,0.0015844,-0.0093492,0.0052004,0.0077521,0.0055398,-0.010391,0.0065551,-0.00083848,-0.0035218,3.3511e-05,0.0095595,0.0076359,0.010388,0.0064364,0.0069602,0.020597,0.0045506,0.037872,533.66
-0.0027971,-0.016976,-0.0041304,0.0014778,-0.010165,0.0035009,0.0081921,0.0060296,-0.0098909,0.0056873,-0.00079207,-0.0036915,-0.00062639,0.011336,0.0092215,0.011337,0.0070421,0.006458,0.020742,0.0053789,0.039644,524.83
-0.0051326,-0.016601,-0.0015944,0.0016339,-0.010601,0.0035708,0.0090005,0.0067703,-0.010414,0.0062941,-0.00095706,-0.0037074,-0.00012273,0.011287,0.009195,0.011108,0.0072185,0.0064129,0.021545,0.0057733,0.040595,516.2
-0.0047123,-0.017381,-0.0014456,0.00083067,-0.01101,0.0047624,0.010103,0.0067204,-0.011081,0.0058546,0.0004163,-0.0042174,-0.00021144,0.011779,0.0089657,0.012349,0.0063917,0.00843,0.022642,0.0051267,0.042612,507.76
-0.0047426,-0.018382,-0.002997,0.0016471,-0.011462,0.0056054,0.0099407,0.007056,-0.012225,0.0074274,-0.00066383,-0.0042547,8.9897e-05,0.011792,0.0093218,0.01247,0.0075053,0.0082834,0.024488,0.0056527,0.045218,499.35
-0.0047457,-0.019745,-0.0028143,0.0015405,-0.012279,0.0039058,0.010381,0.0075458,-0.011725,0.0065597,-0.00061742,-0.0044244,-0.00057001,0.013569,0.010908,0.013419,0.0081109,0.0077812,0.024634,0.006481,0.047037,491.02
-0.0070812,-0.01937,-0.00027836,0.0016965,-0.012714,0.0039757,0.011189,0.0082865,-0.012248,0.0071664,-0.00078241,-0.0044403,-6.6342e-05,0.01352,0.010881,0.01319,0.0082874,0.0077361,0.025437,0.0068753,0.048159,482.9
-0.0066609,-0.020151,-0.00012956,0.00089333,-0.013123,0.0051673,0.012292,0.0082365,-0.012916,0.0067269,0.00059095,-0.0049502,-0.00015505,0.014012,0.010652,0.01443,0.0074606,0.0097532,0.026534,0.0062287,0.050177,474.95
-0.0066912,-0.021152,-0.001681,0.0017097,-0.013576,0.0060103,0.012129,0.0085721,-0.014059,0.0082998,-0.00048919,-0.0049876,0.00014628,0.014025,0.011008,0.014552,0.0085741,0.0096066,0.02838,0.0067547,0.052698,467.04
-0.0066943,-0.022515,-0.0014982,0.0016031,-0.014392,0.0043107,0.012569,0.0090619,-0.01356,0.007432,-0.00044277,-0.0051573,-0.00051362,0.015801,0.012593,0.0155,0.0091798,0.0091044,0.028526,0.007583,0.054548,459.21
-0.0090298,-0.02214,0.0010377,0.0017592,-0.014827,0.0043806,0.013378,0.0098026,-0.014082,0.0080388,-0.00060776,-0.0051731,-9.9555e-06,0.015752,0.012567,0.015272,0.0093562,0.0090593,0.029329,0.0079773,0.055792,451.59
-0.0086094,-0.022921,0.0011865,0.00095598,-0.015237,0.0055722,0.01448,0.0097526,-0.01475,0.0075993,0.0007656,-0.0056831,-9.8666e-05,0.016244,0.012338,0.016512,0.0085295,0.011076,0.030426,0.0073308,0.057807,444.14
-0.0086398,-0.023922,-0.00036491,0.0017724,-0.015689,0.0064152,0.014318,0.010088,-0.015894,0.0091722,-0.00031454,-0.0057205,0.00020267,0.016257,0.012694,0.016633,0.009643,0.01093,0.032272,0.0078567,0.060263,436.74
-0.0096681,-0.024328,-0.0010628,0.0018738,-0.014905,0.0066863,0.015132,0.0092871,-0.013254,0.0087384,-0.00020203,-0.0052147,-0.00020064,0.015518,0.012712,0.016214,0.0092862,0.011051,0.033898,0.0085299,0.060389,429.41
